patrick-relaxed	asn__L_c	6.3.5.4	R00578	gln__L_c	[[[["amp_c", 1], ["asn__L_c", 1], ["glu__D_c", 1], ["ppi_c", 1]], [["asp__L_c", 1], ["atp_c", 1], ["gln__L_c", 1], ["h2o_c", 1]]], [[["amp_c", 1], ["asn__L_c", 1], ["glu__L_c", 1], ["ppi_c", 1]], [["asp__L_c", 1], ["atp_c", 1], ["gln__L_c", 1], ["h2o_c", 1]]]]
patrick-relaxed	asp__L_c	2.6.1.85	R01716	asn__L_c	[[[["4adcho_c", 1], ["asp__L_c", 1]], [["asn__L_c", 1], ["chor_c", 1]]]]
patrick-relaxed	asp__L_c	4.3.2.10	R00256, R04558	asn__L_c	[[[["asp__L_c", 1], ["nh4_c", 1]], [["asn__L_c", 1], ["h2o_c", 1]]], [[["aicar_c", 1], ["asp__L_c", 1], ["eig3p_c", 1]], [["asn__L_c", 1], ["prlp_c", 1]]]]
patrick-relaxed	asp__L_c	6.3.5.4	R00256, R00483, R00578	asn__L_c	[[[["asp__L_c", 1], ["nh4_c", 1]], [["asn__L_c", 1], ["h2o_c", 1]]], [[["asp__L_c", 1], ["atp_c", 1], ["nh4_c", 1]], [["amp_c", 1], ["asn__L_c", 1], ["ppi_c", 1]]], [[["asp__L_c", 1], ["atp_c", 1], ["gln__L_c", 1], ["h2o_c", 1]], [["amp_c", 1], ["asn__L_c", 1], ["glu__D_c", 1], ["ppi_c", 1]]], [[["asp__L_c", 1], ["atp_c", 1], ["gln__L_c", 1], ["h2o_c", 1]], [["amp_c", 1], ["asn__L_c", 1], ["glu__L_c", 1], ["ppi_c", 1]]]]
patrick-relaxed	atp_c	6.3.5.4	R00483, R00578	amp_c	[[[["asp__L_c", 1], ["atp_c", 1], ["nh4_c", 1]], [["amp_c", 1], ["asn__L_c", 1], ["ppi_c", 1]]], [[["asp__L_c", 1], ["atp_c", 1], ["gln__L_c", 1], ["h2o_c", 1]], [["amp_c", 1], ["asn__L_c", 1], ["glu__D_c", 1], ["ppi_c", 1]]], [[["asp__L_c", 1], ["atp_c", 1], ["gln__L_c", 1], ["h2o_c", 1]], [["amp_c", 1], ["asn__L_c", 1], ["glu__L_c", 1], ["ppi_c", 1]]]]
patrick-relaxed	btcoa_c	6.3.5.4	R00483, R00578	cid119058163	[[[["asp__L_c", 11], ["btcoa_c", 2], ["nh4_c", 11]], [["asn__L_c", 16], ["cid119058163", 2], ["ppi_c", 2]]], [[["asp__L_c", 1], ["btcoa_c", 2], ["gln__L_c", 1], ["h2o_c", 11]], [["asn__L_c", 6], ["cid119058163", 2], ["glu__D_c", 1], ["ppi_c", 2]]], [[["asp__L_c", 1], ["btcoa_c", 2], ["gln__L_c", 1], ["h2o_c", 11]], [["asn__L_c", 6], ["cid119058163", 2], ["glu__L_c", 1], ["ppi_c", 2]]]]
patrick-relaxed	btn_c	2.6.1.85	R01716	C01893	[[[["4adcho_c", 1], ["btn_c", 1]], [["C01893", 1], ["chor_c", 1]]]]
patrick-relaxed	btn_c	4.3.2.10	R00256, R04558	C01893	[[[["btn_c", 1], ["nh4_c", 1]], [["C01893", 1], ["h2o_c", 1]]], [[["aicar_c", 1], ["btn_c", 1], ["eig3p_c", 1]], [["C01893", 1], ["prlp_c", 1]]]]
patrick-relaxed	btn_c	6.3.5.4	R00256, R00483, R00578	C01893	[[[["btn_c", 1], ["nh4_c", 1]], [["C01893", 1], ["h2o_c", 1]]], [[["amp_c", 1], ["asn__L_c", 1], ["btn_c", 1], ["ppi_c", 1]], [["C01893", 1], ["asp__L_c", 1], ["atp_c", 1], ["h2o_c", 1]]], [[["atp_c", 1], ["btn_c", 1], ["nh4_c", 1]], [["C01893", 1], ["amp_c", 1], ["ppi_c", 1]]], [[["atp_c", 1], ["btn_c", 1], ["gln__L_c", 1], ["h2o_c", 1]], [["C01893", 1], ["amp_c", 1], ["glu__D_c", 1], ["ppi_c", 1]]], [[["atp_c", 1], ["btn_c", 1], ["gln__L_c", 1], ["h2o_c", 1]], [["C01893", 1], ["amp_c", 1], ["glu__L_c", 1], ["ppi_c", 1]]]]
patrick-relaxed	btnso_c	2.6.1.85	R01716	cid121344798	[[[["4adcho_c", 1], ["btnso_c", 1]], [["chor_c", 1], ["cid121344798", 1]]]]
patrick-relaxed	btnso_c	4.3.2.10	R00256, R04558	cid121344798	[[[["btnso_c", 1], ["nh4_c", 1]], [["cid121344798", 1], ["h2o_c", 1]]], [[["aicar_c", 1], ["btnso_c", 1], ["eig3p_c", 1]], [["cid121344798", 1], ["prlp_c", 1]]]]
patrick-relaxed	btnso_c	6.3.5.4	R00256, R00483, R00578	cid121344798	[[[["btnso_c", 1], ["nh4_c", 1]], [["cid121344798", 1], ["h2o_c", 1]]], [[["amp_c", 1], ["asn__L_c", 1], ["btnso_c", 1], ["ppi_c", 1]], [["asp__L_c", 1], ["atp_c", 1], ["cid121344798", 1], ["h2o_c", 1]]], [[["atp_c", 1], ["btnso_c", 1], ["nh4_c", 1]], [["amp_c", 1], ["cid121344798", 1], ["ppi_c", 1]]], [[["atp_c", 1], ["btnso_c", 1], ["gln__L_c", 1], ["h2o_c", 1]], [["amp_c", 1], ["cid121344798", 1], ["glu__D_c", 1], ["ppi_c", 1]]], [[["atp_c", 1], ["btnso_c", 1], ["gln__L_c", 1], ["h2o_c", 1]], [["amp_c", 1], ["cid121344798", 1], ["glu__L_c", 1], ["ppi_c", 1]]]]
patrick-relaxed	camp_c	3.1.4.53	R00191	amp_c	[[[["camp_c", 1], ["h2o_c", 1]], [["amp_c", 1]]]]
patrick-relaxed	cbasp_c	2.6.1.85	R01716	cid129717774	[[[["4adcho_c", 1], ["cbasp_c", 1]], [["chor_c", 1], ["cid129717774", 1]]]]
patrick-relaxed	cbasp_c	4.3.2.10	R00256, R04558	cid129717774	[[[["cbasp_c", 1], ["nh4_c", 1]], [["cid129717774", 1], ["h2o_c", 1]]], [[["aicar_c", 1], ["cbasp_c", 1], ["eig3p_c", 1]], [["cid129717774", 1], ["prlp_c", 1]]]]
patrick-relaxed	cbasp_c	6.3.5.4	R00256, R00483, R00578	cid129717774	[[[["cbasp_c", 1], ["nh4_c", 1]], [["cid129717774", 1], ["h2o_c", 1]]], [[["amp_c", 1], ["asn__L_c", 1], ["cbasp_c", 1], ["ppi_c", 1]], [["asp__L_c", 1], ["atp_c", 1], ["cid129717774", 1], ["h2o_c", 1]]], [[["atp_c", 1], ["cbasp_c", 1], ["nh4_c", 1]], [["amp_c", 1], ["cid129717774", 1], ["ppi_c", 1]]], [[["atp_c", 1], ["cbasp_c", 1], ["gln__L_c", 1], ["h2o_c", 1]], [["amp_c", 1], ["cid129717774", 1], ["glu__D_c", 1], ["ppi_c", 1]]], [[["atp_c", 1], ["cbasp_c", 1], ["gln__L_c", 1], ["h2o_c", 1]], [["amp_c", 1], ["cid129717774", 1], ["glu__L_c", 1], ["ppi_c", 1]]]]
patrick-relaxed	cbasp_c	6.3.5.4	R00578	gln__L_c	[[[["amp_c", 2], ["cbasp_c", 2], ["glu__D_c", 3], ["ppi_c", 2]], [["asp__L_c", 5], ["atp_c", 2], ["gln__L_c", 1], ["h2o_c", 1]]], [[["amp_c", 2], ["cbasp_c", 2], ["glu__L_c", 3], ["ppi_c", 2]], [["asp__L_c", 5], ["atp_c", 2], ["gln__L_c", 1], ["h2o_c", 1]]]]
patrick-relaxed	cdp_c	6.3.5.4	R00483, R00578	cmp_c	[[[["asp__L_c", 1], ["cdp_c", 2], ["nh4_c", 1]], [["asn__L_c", 1], ["cmp_c", 2], ["ppi_c", 1]]], [[["asp__L_c", 1], ["cdp_c", 2], ["gln__L_c", 1], ["h2o_c", 1]], [["asn__L_c", 1], ["cmp_c", 2], ["glu__D_c", 1], ["ppi_c", 1]]], [[["asp__L_c", 1], ["cdp_c", 2], ["gln__L_c", 1], ["h2o_c", 1]], [["asn__L_c", 1], ["cmp_c", 2], ["glu__L_c", 1], ["ppi_c", 1]]]]
patrick-relaxed	cgly_c	2.6.1.85	R01716	cid54058910	[[[["4adcho_c", 1], ["cgly_c", 1]], [["chor_c", 1], ["cid54058910", 1]]]]
patrick-relaxed	cgly_c	4.3.2.10	R00256, R04558	cid54058910	[[[["cgly_c", 1], ["nh4_c", 1]], [["cid54058910", 1], ["h2o_c", 1]]], [[["aicar_c", 1], ["cgly_c", 1], ["eig3p_c", 1]], [["cid54058910", 1], ["prlp_c", 1]]]]
patrick-relaxed	cgly_c	6.3.5.4	R00256, R00483, R00578	cid54058910	[[[["cgly_c", 1], ["nh4_c", 1]], [["cid54058910", 1], ["h2o_c", 1]]], [[["amp_c", 1], ["asn__L_c", 1], ["cgly_c", 1], ["ppi_c", 1]], [["asp__L_c", 1], ["atp_c", 1], ["cid54058910", 1], ["h2o_c", 1]]], [[["atp_c", 1], ["cgly_c", 1], ["nh4_c", 1]], [["amp_c", 1], ["cid54058910", 1], ["ppi_c", 1]]], [[["atp_c", 1], ["cgly_c", 1], ["gln__L_c", 1], ["h2o_c", 1]], [["amp_c", 1], ["cid54058910", 1], ["glu__D_c", 1], ["ppi_c", 1]]], [[["atp_c", 1], ["cgly_c", 1], ["gln__L_c", 1], ["h2o_c", 1]], [["amp_c", 1], ["cid54058910", 1], ["glu__L_c", 1], ["ppi_c", 1]]]]
patrick-relaxed	chor_c	2.6.1.85	R01716	4adcho_c	[[[["chor_c", 1], ["gln__L_c", 1]], [["4adcho_c", 1], ["glu__D_c", 1]]], [[["chor_c", 1], ["gln__L_c", 1]], [["4adcho_c", 1], ["glu__L_c", 1]]]]
patrick-relaxed	chor_c	2.6.1.85	R01716	glu__D_c, glu__L_c	[[[["chor_c", 1], ["gln__L_c", 1]], [["4adcho_c", 1], ["glu__D_c", 1]]], [[["chor_c", 1], ["gln__L_c", 1]], [["4adcho_c", 1], ["glu__L_c", 1]]]]
patrick-relaxed	cit_c	2.6.1.85	R01716	cid87119299	[[[["4adcho_c", 1], ["cit_c", 1]], [["chor_c", 1], ["cid87119299", 1]]]]
patrick-relaxed	cit_c	4.3.2.10	R00256, R04558	cid87119299	[[[["cit_c", 1], ["nh4_c", 1]], [["cid87119299", 1], ["h2o_c", 1]]], [[["aicar_c", 1], ["cit_c", 1], ["eig3p_c", 1]], [["cid87119299", 1], ["prlp_c", 1]]]]
patrick-relaxed	cit_c	6.3.5.4	R00256, R00483, R00578	cid87119299	[[[["cit_c", 1], ["nh4_c", 1]], [["cid87119299", 1], ["h2o_c", 1]]], [[["amp_c", 1], ["asn__L_c", 1], ["cit_c", 1], ["ppi_c", 1]], [["asp__L_c", 1], ["atp_c", 1], ["cid87119299", 1], ["h2o_c", 1]]], [[["atp_c", 1], ["cit_c", 1], ["nh4_c", 1]], [["amp_c", 1], ["cid87119299", 1], ["ppi_c", 1]]], [[["atp_c", 1], ["cit_c", 1], ["gln__L_c", 1], ["h2o_c", 1]], [["amp_c", 1], ["cid87119299", 1], ["glu__D_c", 1], ["ppi_c", 1]]], [[["atp_c", 1], ["cit_c", 1], ["gln__L_c", 1], ["h2o_c", 1]], [["amp_c", 1], ["cid87119299", 1], ["glu__L_c", 1], ["ppi_c", 1]]]]
patrick-relaxed	citr__L_c	6.3.5.4	R00578	asn__L_c	[[[["asp__L_c", 12], ["atp_c", 2], ["citr__L_c", 6], ["h2o_c", 1]], [["amp_c", 2], ["asn__L_c", 11], ["glu__D_c", 8], ["ppi_c", 2]]], [[["asp__L_c", 12], ["atp_c", 2], ["citr__L_c", 6], ["h2o_c", 1]], [["amp_c", 2], ["asn__L_c", 11], ["glu__L_c", 8], ["ppi_c", 2]]]]
patrick-relaxed	citr__L_c	6.3.5.4	R00578	gln__L_c	[[[["amp_c", 10], ["citr__L_c", 6], ["glu__D_c", 8], ["ppi_c", 7]], [["asp__L_c", 4], ["atp_c", 8], ["gln__L_c", 16], ["h2o_c", 1]]], [[["amp_c", 10], ["citr__L_c", 6], ["glu__L_c", 8], ["ppi_c", 7]], [["asp__L_c", 4], ["atp_c", 8], ["gln__L_c", 16], ["h2o_c", 1]]]]
patrick-relaxed	cmp_c	6.3.5.4	R00483, R00578	cid16038848	[[[["amp_c", 1], ["asn__L_c", 1], ["cmp_c", 1]], [["asp__L_c", 1], ["cid16038848", 1], ["nh4_c", 1]]], [[["amp_c", 1], ["asn__L_c", 1], ["cmp_c", 1], ["glu__D_c", 1]], [["asp__L_c", 1], ["cid16038848", 1], ["gln__L_c", 1], ["h2o_c", 1]]], [[["amp_c", 1], ["asn__L_c", 1], ["cmp_c", 1], ["glu__L_c", 1]], [["asp__L_c", 1], ["cid16038848", 1], ["gln__L_c", 1], ["h2o_c", 1]]]]
patrick-relaxed	cmp_c	6.3.5.4	R00483, R00578	ctp_c	[[[["asn__L_c", 1], ["cmp_c", 1], ["ppi_c", 1]], [["asp__L_c", 1], ["ctp_c", 1], ["nh4_c", 1]]], [[["asn__L_c", 1], ["cmp_c", 1], ["glu__D_c", 1], ["ppi_c", 1]], [["asp__L_c", 1], ["ctp_c", 1], ["gln__L_c", 1], ["h2o_c", 1]]], [[["asn__L_c", 1], ["cmp_c", 1], ["glu__L_c", 1], ["ppi_c", 1]], [["asp__L_c", 1], ["ctp_c", 1], ["gln__L_c", 1], ["h2o_c", 1]]]]
patrick-relaxed	coa_c	6.3.5.4	R00483, R00578	pan4p_c	[[[["asp__L_c", 11], ["coa_c", 2], ["nh4_c", 11]], [["asn__L_c", 16], ["pan4p_c", 2], ["ppi_c", 2]]], [[["asp__L_c", 1], ["coa_c", 2], ["gln__L_c", 1], ["h2o_c", 11]], [["asn__L_c", 6], ["glu__D_c", 1], ["pan4p_c", 2], ["ppi_c", 2]]], [[["asp__L_c", 1], ["coa_c", 2], ["gln__L_c", 1], ["h2o_c", 11]], [["asn__L_c", 6], ["glu__L_c", 1], ["pan4p_c", 2], ["ppi_c", 2]]]]
patrick-relaxed	crn_c, crn__D_c	6.3.5.4	R00256, R00483, R00578	C02290	[[[["amp_c", 1], ["asn__L_c", 65], ["crn_c", 56], ["ppi_c", 7]], [["C02290", 52], ["asp__L_c", 62], ["atp_c", 5], ["h2o_c", 2]]], [[["amp_c", 1], ["asn__L_c", 65], ["crn__D_c", 56], ["ppi_c", 7]], [["C02290", 52], ["asp__L_c", 62], ["atp_c", 5], ["h2o_c", 2]]], [[["atp_c", 271], ["crn_c", 280], ["nh4_c", 310]], [["C02290", 260], ["amp_c", 285], ["ppi_c", 264]]], [[["atp_c", 271], ["crn__D_c", 280], ["nh4_c", 310]], [["C02290", 260], ["amp_c", 285], ["ppi_c", 264]]], [[["atp_c", 4], ["crn_c", 12], ["gln__L_c", 18], ["h2o_c", 1]], [["C02290", 12], ["amp_c", 6], ["glu__D_c", 14], ["ppi_c", 3]]], [[["atp_c", 4], ["crn_c", 12], ["gln__L_c", 18], ["h2o_c", 1]], [["C02290", 12], ["amp_c", 6], ["glu__L_c", 14], ["ppi_c", 3]]], [[["atp_c", 4], ["crn__D_c", 12], ["gln__L_c", 18], ["h2o_c", 1]], [["C02290", 12], ["amp_c", 6], ["glu__D_c", 14], ["ppi_c", 3]]], [[["atp_c", 4], ["crn__D_c", 12], ["gln__L_c", 18], ["h2o_c", 1]], [["C02290", 12], ["amp_c", 6], ["glu__L_c", 14], ["ppi_c", 3]]]]
patrick-relaxed	ctp_c	6.3.5.4	R00483, R00578	cmp_c	[[[["asp__L_c", 1], ["ctp_c", 1], ["nh4_c", 1]], [["asn__L_c", 1], ["cmp_c", 1], ["ppi_c", 1]]], [[["asp__L_c", 1], ["ctp_c", 1], ["gln__L_c", 1], ["h2o_c", 1]], [["asn__L_c", 1], ["cmp_c", 1], ["glu__D_c", 1], ["ppi_c", 1]]], [[["asp__L_c", 1], ["ctp_c", 1], ["gln__L_c", 1], ["h2o_c", 1]], [["asn__L_c", 1], ["cmp_c", 1], ["glu__L_c", 1], ["ppi_c", 1]]]]
patrick-relaxed	dadp_c	6.3.5.4	R00483, R00578	damp_c	[[[["asp__L_c", 1], ["dadp_c", 2], ["nh4_c", 1]], [["asn__L_c", 1], ["damp_c", 2], ["ppi_c", 1]]], [[["asp__L_c", 1], ["dadp_c", 2], ["gln__L_c", 1], ["h2o_c", 1]], [["asn__L_c", 1], ["damp_c", 2], ["glu__D_c", 1], ["ppi_c", 1]]], [[["asp__L_c", 1], ["dadp_c", 2], ["gln__L_c", 1], ["h2o_c", 1]], [["asn__L_c", 1], ["damp_c", 2], ["glu__L_c", 1], ["ppi_c", 1]]]]
patrick-relaxed	damp_c	6.3.5.4	R00483, R00578	datp_c	[[[["asn__L_c", 1], ["damp_c", 1], ["ppi_c", 1]], [["asp__L_c", 1], ["datp_c", 1], ["nh4_c", 1]]], [[["asn__L_c", 1], ["damp_c", 1], ["glu__D_c", 1], ["ppi_c", 1]], [["asp__L_c", 1], ["datp_c", 1], ["gln__L_c", 1], ["h2o_c", 1]]], [[["asn__L_c", 1], ["damp_c", 1], ["glu__L_c", 1], ["ppi_c", 1]], [["asp__L_c", 1], ["datp_c", 1], ["gln__L_c", 1], ["h2o_c", 1]]]]
patrick-relaxed	datp_c	6.3.5.4	R00483, R00578	damp_c	[[[["asp__L_c", 1], ["datp_c", 1], ["nh4_c", 1]], [["asn__L_c", 1], ["damp_c", 1], ["ppi_c", 1]]], [[["asp__L_c", 1], ["datp_c", 1], ["gln__L_c", 1], ["h2o_c", 1]], [["asn__L_c", 1], ["damp_c", 1], ["glu__D_c", 1], ["ppi_c", 1]]], [[["asp__L_c", 1], ["datp_c", 1], ["gln__L_c", 1], ["h2o_c", 1]], [["asn__L_c", 1], ["damp_c", 1], ["glu__L_c", 1], ["ppi_c", 1]]]]
patrick-relaxed	dcdp_c	6.3.5.4	R00483, R00578	dcmp_c	[[[["asp__L_c", 1], ["dcdp_c", 2], ["nh4_c", 1]], [["asn__L_c", 1], ["dcmp_c", 2], ["ppi_c", 1]]], [[["asp__L_c", 1], ["dcdp_c", 2], ["gln__L_c", 1], ["h2o_c", 1]], [["asn__L_c", 1], ["dcmp_c", 2], ["glu__D_c", 1], ["ppi_c", 1]]], [[["asp__L_c", 1], ["dcdp_c", 2], ["gln__L_c", 1], ["h2o_c", 1]], [["asn__L_c", 1], ["dcmp_c", 2], ["glu__L_c", 1], ["ppi_c", 1]]]]
patrick-relaxed	dcmp_c	6.3.5.4	R00483, R00578	dctp_c	[[[["asn__L_c", 1], ["dcmp_c", 1], ["ppi_c", 1]], [["asp__L_c", 1], ["dctp_c", 1], ["nh4_c", 1]]], [[["asn__L_c", 1], ["dcmp_c", 1], ["glu__D_c", 1], ["ppi_c", 1]], [["asp__L_c", 1], ["dctp_c", 1], ["gln__L_c", 1], ["h2o_c", 1]]], [[["asn__L_c", 1], ["dcmp_c", 1], ["glu__L_c", 1], ["ppi_c", 1]], [["asp__L_c", 1], ["dctp_c", 1], ["gln__L_c", 1], ["h2o_c", 1]]]]
patrick-relaxed	dctp_c	6.3.5.4	R00483, R00578	dcmp_c	[[[["asp__L_c", 1], ["dctp_c", 1], ["nh4_c", 1]], [["asn__L_c", 1], ["dcmp_c", 1], ["ppi_c", 1]]], [[["asp__L_c", 1], ["dctp_c", 1], ["gln__L_c", 1], ["h2o_c", 1]], [["asn__L_c", 1], ["dcmp_c", 1], ["glu__D_c", 1], ["ppi_c", 1]]], [[["asp__L_c", 1], ["dctp_c", 1], ["gln__L_c", 1], ["h2o_c", 1]], [["asn__L_c", 1], ["dcmp_c", 1], ["glu__L_c", 1], ["ppi_c", 1]]]]
patrick-relaxed	ddcacoa_c	6.3.5.4	R00483, R00578	cid119058168	[[[["asp__L_c", 11], ["ddcacoa_c", 2], ["nh4_c", 11]], [["asn__L_c", 16], ["cid119058168", 2], ["ppi_c", 2]]], [[["asp__L_c", 1], ["ddcacoa_c", 2], ["gln__L_c", 1], ["h2o_c", 11]], [["asn__L_c", 6], ["cid119058168", 2], ["glu__D_c", 1], ["ppi_c", 2]]], [[["asp__L_c", 1], ["ddcacoa_c", 2], ["gln__L_c", 1], ["h2o_c", 11]], [["asn__L_c", 6], ["cid119058168", 2], ["glu__L_c", 1], ["ppi_c", 2]]]]
patrick-relaxed	dgdp_c	6.3.5.4	R00483, R00578	dgmp_c	[[[["asp__L_c", 1], ["dgdp_c", 2], ["nh4_c", 1]], [["asn__L_c", 1], ["dgmp_c", 2], ["ppi_c", 1]]], [[["asp__L_c", 1], ["dgdp_c", 2], ["gln__L_c", 1], ["h2o_c", 1]], [["asn__L_c", 1], ["dgmp_c", 2], ["glu__D_c", 1], ["ppi_c", 1]]], [[["asp__L_c", 1], ["dgdp_c", 2], ["gln__L_c", 1], ["h2o_c", 1]], [["asn__L_c", 1], ["dgmp_c", 2], ["glu__L_c", 1], ["ppi_c", 1]]]]
patrick-relaxed	dgmp_c	6.3.5.4	R00483, R00578	dgtp_c	[[[["asn__L_c", 1], ["dgmp_c", 1], ["ppi_c", 1]], [["asp__L_c", 1], ["dgtp_c", 1], ["nh4_c", 1]]], [[["asn__L_c", 1], ["dgmp_c", 1], ["glu__D_c", 1], ["ppi_c", 1]], [["asp__L_c", 1], ["dgtp_c", 1], ["gln__L_c", 1], ["h2o_c", 1]]], [[["asn__L_c", 1], ["dgmp_c", 1], ["glu__L_c", 1], ["ppi_c", 1]], [["asp__L_c", 1], ["dgtp_c", 1], ["gln__L_c", 1], ["h2o_c", 1]]]]
patrick-relaxed	dgtp_c	6.3.5.4	R00483, R00578	dgmp_c	[[[["asp__L_c", 1], ["dgtp_c", 1], ["nh4_c", 1]], [["asn__L_c", 1], ["dgmp_c", 1], ["ppi_c", 1]]], [[["asp__L_c", 1], ["dgtp_c", 1], ["gln__L_c", 1], ["h2o_c", 1]], [["asn__L_c", 1], ["dgmp_c", 1], ["glu__D_c", 1], ["ppi_c", 1]]], [[["asp__L_c", 1], ["dgtp_c", 1], ["gln__L_c", 1], ["h2o_c", 1]], [["asn__L_c", 1], ["dgmp_c", 1], ["glu__L_c", 1], ["ppi_c", 1]]]]
patrick-relaxed	dhpmp_c	6.3.5.4	R00483, R00578	ahdt_c, dhmptp_c	[[[["asn__L_c", 1], ["dhpmp_c", 1], ["ppi_c", 1]], [["ahdt_c", 1], ["asp__L_c", 1], ["nh4_c", 1]]], [[["asn__L_c", 1], ["dhpmp_c", 1], ["ppi_c", 1]], [["asp__L_c", 1], ["dhmptp_c", 1], ["nh4_c", 1]]], [[["asn__L_c", 1], ["dhpmp_c", 1], ["glu__D_c", 1], ["ppi_c", 1]], [["ahdt_c", 1], ["asp__L_c", 1], ["gln__L_c", 1], ["h2o_c", 1]]], [[["asn__L_c", 1], ["dhpmp_c", 1], ["glu__D_c", 1], ["ppi_c", 1]], [["asp__L_c", 1], ["dhmptp_c", 1], ["gln__L_c", 1], ["h2o_c", 1]]], [[["asn__L_c", 1], ["dhpmp_c", 1], ["glu__L_c", 1], ["ppi_c", 1]], [["ahdt_c", 1], ["asp__L_c", 1], ["gln__L_c", 1], ["h2o_c", 1]]], [[["asn__L_c", 1], ["dhpmp_c", 1], ["glu__L_c", 1], ["ppi_c", 1]], [["asp__L_c", 1], ["dhmptp_c", 1], ["gln__L_c", 1], ["h2o_c", 1]]]]
patrick-relaxed	dhpppn_c	2.6.1.85	R01716	cid129937071	[[[["4adcho_c", 1], ["dhpppn_c", 1]], [["chor_c", 1], ["cid129937071", 1]]]]
patrick-relaxed	dhpppn_c	4.3.2.10	R00256, R04558	cid129937071	[[[["dhpppn_c", 1], ["nh4_c", 1]], [["cid129937071", 1], ["h2o_c", 1]]], [[["aicar_c", 1], ["dhpppn_c", 1], ["eig3p_c", 1]], [["cid129937071", 1], ["prlp_c", 1]]]]
patrick-relaxed	dhpppn_c	6.3.5.4	R00256, R00483, R00578	cid129937071	[[[["dhpppn_c", 1], ["nh4_c", 1]], [["cid129937071", 1], ["h2o_c", 1]]], [[["amp_c", 1], ["asn__L_c", 1], ["dhpppn_c", 1], ["ppi_c", 1]], [["asp__L_c", 1], ["atp_c", 1], ["cid129937071", 1], ["h2o_c", 1]]], [[["atp_c", 1], ["dhpppn_c", 1], ["nh4_c", 1]], [["amp_c", 1], ["cid129937071", 1], ["ppi_c", 1]]], [[["atp_c", 1], ["dhpppn_c", 1], ["gln__L_c", 1], ["h2o_c", 1]], [["amp_c", 1], ["cid129937071", 1], ["glu__D_c", 1], ["ppi_c", 1]]], [[["atp_c", 1], ["dhpppn_c", 1], ["gln__L_c", 1], ["h2o_c", 1]], [["amp_c", 1], ["cid129937071", 1], ["glu__L_c", 1], ["ppi_c", 1]]]]
patrick-relaxed	didp_c	6.3.5.4	R00483, R00578	dimp_c	[[[["asp__L_c", 1], ["didp_c", 2], ["nh4_c", 1]], [["asn__L_c", 1], ["dimp_c", 2], ["ppi_c", 1]]], [[["asp__L_c", 1], ["didp_c", 2], ["gln__L_c", 1], ["h2o_c", 1]], [["asn__L_c", 1], ["dimp_c", 2], ["glu__D_c", 1], ["ppi_c", 1]]], [[["asp__L_c", 1], ["didp_c", 2], ["gln__L_c", 1], ["h2o_c", 1]], [["asn__L_c", 1], ["dimp_c", 2], ["glu__L_c", 1], ["ppi_c", 1]]]]
patrick-relaxed	dimp_c	6.3.5.4	R00483, R00578	ditp_c	[[[["asn__L_c", 1], ["dimp_c", 1], ["ppi_c", 1]], [["asp__L_c", 1], ["ditp_c", 1], ["nh4_c", 1]]], [[["asn__L_c", 1], ["dimp_c", 1], ["glu__D_c", 1], ["ppi_c", 1]], [["asp__L_c", 1], ["ditp_c", 1], ["gln__L_c", 1], ["h2o_c", 1]]], [[["asn__L_c", 1], ["dimp_c", 1], ["glu__L_c", 1], ["ppi_c", 1]], [["asp__L_c", 1], ["ditp_c", 1], ["gln__L_c", 1], ["h2o_c", 1]]]]
patrick-relaxed	ditp_c	6.3.5.4	R00483, R00578	dimp_c	[[[["asp__L_c", 1], ["ditp_c", 1], ["nh4_c", 1]], [["asn__L_c", 1], ["dimp_c", 1], ["ppi_c", 1]]], [[["asp__L_c", 1], ["ditp_c", 1], ["gln__L_c", 1], ["h2o_c", 1]], [["asn__L_c", 1], ["dimp_c", 1], ["glu__D_c", 1], ["ppi_c", 1]]], [[["asp__L_c", 1], ["ditp_c", 1], ["gln__L_c", 1], ["h2o_c", 1]], [["asn__L_c", 1], ["dimp_c", 1], ["glu__L_c", 1], ["ppi_c", 1]]]]
patrick-relaxed	dmpp_c	6.3.5.4	R00483, R00578	cid101488247	[[[["amp_c", 1], ["asn__L_c", 1], ["dmpp_c", 1]], [["asp__L_c", 1], ["cid101488247", 1], ["nh4_c", 1]]], [[["amp_c", 1], ["asn__L_c", 1], ["dmpp_c", 1], ["glu__D_c", 1]], [["asp__L_c", 1], ["cid101488247", 1], ["gln__L_c", 1], ["h2o_c", 1]]], [[["amp_c", 1], ["asn__L_c", 1], ["dmpp_c", 1], ["glu__L_c", 1]], [["asp__L_c", 1], ["cid101488247", 1], ["gln__L_c", 1], ["h2o_c", 1]]]]
